pet_id,species,age,weight_kg,condition,treatment,visit_date,cost_gbp,year,month,age_group,insured,insurance_plan,coverage_rate,covered_gbp,out_of_pocket_gbp
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-11-01,148.81818046857958,2023,4,11-15,False,None,0.0,0.0,148.82
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-12-03,142.4425473998299,2023,4,11-15,False,None,0.0,0.0,142.44
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-04-03,123.13801119764501,2023,4,11-15,False,None,0.0,0.0,123.14
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-11-16,130.67760273823092,2023,4,11-15,True,Lifetime,0.8175106699744308,106.83,23.85
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-03-26,124.16767201395187,2023,4,11-15,False,None,0.0,0.0,124.17
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-03-02,117.51057983619442,2023,4,11-15,False,None,0.0,0.0,117.51
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-04-03,144.84629564228567,2023,4,11-15,False,None,0.0,0.0,144.85
P0035,Dog,14.0,13.8,Ear infection,Dental cleaning,2023-04-02,127.53,2023,4,11-15,True,Accident-only,0.6891119551121918,87.88,39.65
P0036,Cat,19.0,8.757220216606498,Gastroenteritis,Surgery,2023-02-24,238.63,2023,2,16-20,True,Maximum benefit,0.8103102535725759,193.36,45.27
P0037,Bird,6.0,1.0,Diabetes,Unknown,2023-03-05,188.83,2023,3,6-10,False,None,0.0,0.0,188.83
P0038,Bird,16.0,2.0,Tumor,Check-up,2023-05-17,133.74,2023,5,16-20,False,None,0.0,0.0,133.74
P0039,Bird,0.0,0.6,Allergy,Unknown,2023-12-23,187.38,2023,12,,True,Maximum benefit,0.7542049753884928,141.32,46.06
P0040,Cat,11.0,19.7,Unknown,Dental cleaning,2023-08-09,74.93379299209953,2023,7,11-15,False,None,0.0,0.0,74.93
P0040,Cat,11.0,19.7,Unknown,Dental cleaning,2023-03-25,108.25409598979311,2023,7,11-15,False,None,0.0,0.0,108.25
P0040,Cat,11.0,19.7,Unknown,Dental cleaning,2023-02-10,75.91855930603839,2023,7,11-15,False,None,0.0,0.0,75.92
P0040,Cat,11.0,19.7,Unknown,Dental cleaning,2023-11-26,100.11568402493303,2023,7,11-15,False,None,0.0,0.0,100.12
P0040,Cat,11.0,19.7,Unknown,Dental cleaning,2023-07-22,90.99,2023,7,11-15,False,None,0.0,0.0,90.99
P0041,Rabbit,9.486666666666666,8.757220216606498,Hip dysplasia,Unknown,2023-08-04,315.97,2023,8,6-10,False,None,0.0,0.0,315.97
P0042,Cat,4.0,15.2,Allergy,Surgery,2023-06-01,408.85,2023,6,3-5,False,None,0.0,0.0,408.85
P0043,Cat,15.0,0.5,Gastroenteritis,Vaccination,2023-01-03,256.73,2023,1,11-15,False,None,0.0,0.0,256.73
P0044,Dog,15.0,15.8,Allergy,Surgery,2023-01-28,124.48,2023,1,11-15,False,None,0.0,0.0,124.48
P0045,Rabbit,18.0,11.1,Diabetes,Unknown,2023-04-09,290.82,2023,4,16-20,False,None,0.0,0.0,290.82
P0046,Bird,6.0,8.757220216606498,Allergy,Unknown,2023-03-24,62.09,2023,3,6-10,True,Time-limited,0.6395146786208955,39.71,22.38
P0047,Bird,0.0,1.4,Allergy,Physiotherapy,2023-07-07,432.49,2023,7,,False,None,0.0,0.0,432.49
P0048,Dog,17.0,21.5,Diabetes,Diet consultation,2023-06-14,15.37,2023,6,16-20,False,None,0.0,0.0,15.37
P0049,Bird,19.0,1.1,Hip dysplasia,Medication,2023-11-21,151.33,2023,11,16-20,False,None,0.0,0.0,151.33
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-05-23,190.82853462587866,2023,12,3-5,True,Time-limited,0.6934198421004033,132.32,58.51
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-12-11,177.96,2023,12,3-5,True,Time-limited,0.6221982646567454,110.73,67.23
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-09-05,198.98767504680458,2023,12,3-5,False,None,0.0,0.0,198.99
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-12-09,202.45731815091767,2023,12,3-5,False,None,0.0,0.0,202.46
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-07-20,208.8838861644581,2023,12,3-5,True,Time-limited,0.682749537701872,142.62,66.26
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-08-30,143.78718023588002,2023,12,3-5,True,Time-limited,0.7031120582013427,101.1,42.69
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-01-12,157.31916455393227,2023,12,3-5,True,Maximum benefit,0.7708904809888659,121.28,36.04
P0050,Dog,4.0,13.4,Arthritis,Diet consultation,2023-10-30,148.33922389831505,2023,12,3-5,True,Lifetime,0.8764317121081312,130.01,18.33
P0051,Dog,18.0,16.4,Allergy,Vaccination,2023-04-18,278.29,2023,4,16-20,False,None,0.0,0.0,278.29
P0052,Bird,0.0,1.3,Dental disease,Diet consultation,2023-03-09,244.55,2023,3,,False,None,0.0,0.0,244.55
P0053,Bird,7.0,1.6,Allergy,Surgery,2023-08-26,328.1,2023,8,6-10,False,None,0.0,0.0,328.1
P0054,Dog,2.0,29.3,Arthritis,Unknown,2023-01-03,178.55,2023,1,0-2,True,Maximum benefit,0.7995778969041054,142.76,35.79
P0055,Cat,8.0,8.757220216606498,Dental disease,Diet consultation,2023-09-16,5.0,2023,8,6-10,False,None,0.0,0.0,5.0
P0055,Cat,8.0,8.757220216606498,Dental disease,Diet consultation,2023-08-16,0.49,2023,8,6-10,False,None,0.0,0.0,0.49
P0055,Cat,8.0,8.757220216606498,Dental disease,Diet consultation,2023-12-03,5.0,2023,8,6-10,False,None,0.0,0.0,5.0
P0055,Cat,8.0,8.757220216606498,Dental disease,Diet consultation,2023-11-04,5.0,2023,8,6-10,False,None,0.0,0.0,5.0
P0055,Cat,8.0,8.757220216606498,Dental disease,Diet consultation,2023-08-24,5.0,2023,8,6-10,False,None,0.0,0.0,5.0
P0056,Cat,7.0,3.8,Skin infection,Medication,2023-03-13,263.67,2023,3,6-10,False,None,0.0,0.0,263.67
P0057,Dog,11.0,22.5,Skin infection,Dental cleaning,2023-08-10,541.0,2023,8,11-15,True,Time-limited,0.6063589243709858,328.04,212.96
P0058,Bird,5.0,2.0,Unknown,Unknown,2023-11-23,222.05,2023,11,3-5,False,None,0.0,0.0,222.05
P0059,Bird,7.0,1.3,Dental disease,Vaccination,2023-05-07,201.95,2023,5,6-10,False,None,0.0,0.0,201.95
P0060,Dog,0.0,26.6,Gastroenteritis,Unknown,2023-01-24,293.85,2023,1,,True,Time-limited,0.7574693384130483,222.58,71.27
P0061,Rabbit,2.0,8.757220216606498,Arthritis,Medication,2023-10-16,198.26,2023,10,0-2,False,None,0.0,0.0,198.26
P0062,Cat,5.0,5.5,Arthritis,Unknown,2023-02-28,181.38,2023,2,3-5,False,None,0.0,0.0,181.38
P0063,Cat,2.0,9.9,Diabetes,Surgery,2023-11-28,57.57,2023,11,0-2,True,Accident-only,0.6487636993228384,37.35,20.22
P0064,Cat,2.0,8.757220216606498,Skin infection,Surgery,2023-10-08,232.11,2023,10,0-2,False,None,0.0,0.0,232.11
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-07-10,78.21396152406851,2023,7,0-2,True,Time-limited,0.6741911294817531,52.73,25.48
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-04-14,57.829177343534326,2023,7,0-2,True,Accident-only,0.6425409685220124,37.16,20.67
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-05-05,71.5886249636131,2023,7,0-2,True,Time-limited,0.7725790101746479,55.31,16.28
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-09-29,62.31374150765918,2023,7,0-2,False,None,0.0,0.0,62.31
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-04-26,68.36993338608127,2023,7,0-2,True,Time-limited,0.7516260166153701,51.39,16.98
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-11-27,69.53111107277871,2023,7,0-2,False,None,0.0,0.0,69.53
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-05-08,78.1900115436057,2023,7,0-2,False,None,0.0,0.0,78.19
P0065,Dog,2.0,5.0,Gastroenteritis,Surgery,2023-07-22,67.42,2023,7,0-2,False,None,0.0,0.0,67.42
P0066,Rabbit,9.486666666666666,5.2,Obesity,Vaccination,2023-11-23,4.15,2023,11,6-10,False,None,0.0,0.0,4.15
P0067,Rabbit,16.0,8.757220216606498,Allergy,Dental cleaning,2023-07-05,267.47,2023,7,16-20,False,None,0.0,0.0,267.47
P0068,Rabbit,2.0,18.2,Hip dysplasia,Therapy,2023-02-01,298.52,2023,2,0-2,False,None,0.0,0.0,298.52
P0069,Bird,6.0,1.1,Gastroenteritis,Surgery,2023-02-18,15.39,2023,2,6-10,False,None,0.0,0.0,15.39
P0070,Cat,0.0,2.7,Tumor,Dental cleaning,2023-03-12,96.92,2023,3,,True,Lifetime,0.8045671940223726,77.98,18.94
P0071,Dog,18.0,5.8,Allergy,Therapy,2023-05-06,25.12,2023,5,16-20,True,Maximum benefit,0.7124075963506181,17.9,7.22
P0072,Bird,9.486666666666666,1.4,Tumor,Dental cleaning,2023-10-26,62.99,2023,10,6-10,False,None,0.0,0.0,62.99
P0073,Dog,9.486666666666666,11.4,Unknown,Unknown,2023-05-22,218.24476550680782,2023,5,6-10,False,None,0.0,0.0,218.24
P0074,Dog,5.0,15.6,Dental disease,Dental cleaning,2023-02-04,253.16,2023,2,3-5,True,Time-limited,0.7004694574996858,177.33,75.83
P0075,Cat,7.0,8.757220216606498,Obesity,Dental cleaning,2023-12-02,76.83337027032408,2023,10,6-10,False,None,0.0,0.0,76.83
P0075,Cat,7.0,8.757220216606498,Obesity,Dental cleaning,2023-04-12,106.23068075133054,2023,10,6-10,False,None,0.0,0.0,106.23
P0075,Cat,7.0,8.757220216606498,Obesity,Dental cleaning,2023-06-09,80.96503588664041,2023,10,6-10,False,None,0.0,0.0,80.97
P0075,Cat,7.0,8.757220216606498,Obesity,Dental cleaning,2023-10-07,92.7,2023,10,6-10,False,None,0.0,0.0,92.7
P0075,Cat,7.0,8.757220216606498,Obesity,Dental cleaning,2023-05-14,109.8102383641979,2023,10,6-10,False,None,0.0,0.0,109.81
P0076,Rabbit,3.0,9.4,Allergy,Dental cleaning,2023-09-16,141.29,2023,9,3-5,False,None,0.0,0.0,141.29
P0077,Rabbit,2.0,7.5,Arthritis,Surgery,2023-11-14,404.52,2023,11,0-2,False,None,0.0,0.0,404.52
P0078,Rabbit,9.0,10.6,Arthritis,Medication,2023-06-25,357.2,2023,6,6-10,False,None,0.0,0.0,357.2
P0079,Cat,9.486666666666666,8.757220216606498,Unknown,Dental cleaning,2023-03-24,90.1,2023,3,6-10,True,Maximum benefit,0.7380954383804676,66.5,23.6
P0080,Bird,8.0,1.4,Tumor,Diet consultation,2023-09-01,113.26,2023,9,6-10,False,None,0.0,0.0,113.26
P0081,Dog,0.0,2.6,Diabetes,Check-up,2023-09-02,148.53,2023,9,,True,Time-limited,0.7336673259980842,108.97,39.56
P0082,Rabbit,7.0,5.5,Gastroenteritis,Unknown,2023-03-14,286.68,2023,3,6-10,False,None,0.0,0.0,286.68
P0083,Cat,4.0,8.757220216606498,Arthritis,Dental cleaning,2023-06-26,476.56,2023,6,3-5,False,None,0.0,0.0,476.56
P0084,Dog,15.0,9.6,Ear infection,Vaccination,2023-11-08,160.49,2023,11,11-15,False,None,0.0,0.0,160.49
P0085,Dog,13.0,10.6,Ear infection,Unknown,2023-07-20,364.52,2023,7,11-15,False,None,0.0,0.0,364.52
P0086,Cat,4.0,17.1,Allergy,Check-up,2023-03-14,14.52,2023,3,3-5,False,None,0.0,0.0,14.52
P0087,Dog,1.0,15.0,Dental disease,Therapy,2023-07-26,313.39,2023,7,0-2,True,Lifetime,0.8114312608200189,254.29,59.1
P0088,Cat,12.0,2.4,Obesity,Check-up,2023-12-04,209.13,2023,12,11-15,False,None,0.0,0.0,209.13
P0089,Bird,19.0,1.2,Arthritis,Physiotherapy,2023-04-07,437.9,2023,4,16-20,False,None,0.0,0.0,437.9
P0090,Bird,18.0,1.7,Ear infection,Dental cleaning,2023-04-08,14.33,2023,4,16-20,False,None,0.0,0.0,14.33
P0091,Dog,0.0,17.2,Unknown,Vaccination,2023-07-11,106.6,2023,7,,True,Accident-only,0.6951632718184743,74.1,32.5
P0092,Rabbit,7.0,16.4,Diabetes,Dental cleaning,2023-06-21,52.82,2023,6,6-10,False,None,0.0,0.0,52.82
P0093,Bird,18.0,0.6,Unknown,Unknown,2023-06-01,253.55,2023,6,16-20,False,None,0.0,0.0,253.55
P0094,Dog,3.0,9.5,Obesity,Check-up,2023-10-09,267.3,2023,10,3-5,False,None,0.0,0.0,267.3
P0095,Dog,4.0,14.4,Diabetes,Diet consultation,2023-06-24,312.09,2023,6,3-5,True,Lifetime,0.8478064138998379,264.59,47.5
P0096,Rabbit,15.0,8.9,Skin infection,Unknown,2023-02-13,144.84,2023,2,11-15,False,None,0.0,0.0,144.84
P0097,Cat,9.486666666666666,8.757220216606498,Obesity,Medication,2023-12-14,432.93,2023,12,6-10,False,None,0.0,0.0,432.93
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-08-11,330.8881308318827,2023,11,6-10,True,Lifetime,0.8971573604760164,296.86,34.03
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-11-24,294.93,2023,11,6-10,False,None,0.0,0.0,294.93
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-11-20,260.1556976519109,2023,11,6-10,True,Lifetime,0.8123756595493257,211.34,48.82
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-09-15,274.7226418105837,2023,11,6-10,True,Time-limited,0.623870655030867,171.39,103.33
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-05-01,288.76833562726694,2023,11,6-10,True,Lifetime,0.8948260895743844,258.4,30.37
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-04-14,251.30489498074772,2023,11,6-10,False,None,0.0,0.0,251.3
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-06-17,269.07618229557266,2023,11,6-10,True,Accident-only,0.5407189599440159,145.49,123.59
P0098,Dog,8.0,11.5,Tumor,Unknown,2023-09-02,311.39809444282287,2023,11,6-10,True,Accident-only,0.5597363666793677,174.3,137.1
P0099,Cat,9.486666666666666,8.757220216606498,Ear infection,Diet consultation,2023-02-22,111.55,2023,2,6-10,False,None,0.0,0.0,111.55
P0100,Rabbit,8.0,1.6,Gastroenteritis,Therapy,2023-11-28,138.31,2023,11,6-10,False,None,0.0,0.0,138.31
P0101,Dog,19.0,22.9,Unknown,Dental cleaning,2023-09-10,486.85,2023,9,16-20,False,None,0.0,0.0,486.85
P0102,Bird,2.0,1.2,Ear infection,Diet consultation,2023-12-10,359.78,2023,12,0-2,True,Accident-only,0.500961821972261,180.24,179.54
P0103,Cat,9.486666666666666,10.2,Allergy,Diet consultation,2023-11-13,300.06,2023,11,6-10,False,None,0.0,0.0,300.06
P0104,Cat,12.0,6.6,Gastroenteritis,Dental cleaning,2023-07-18,451.29,2023,7,11-15,False,None,0.0,0.0,451.29
P0105,Dog,14.0,18.3,Obesity,Dental cleaning,2023-04-14,115.44,2023,4,11-15,False,None,0.0,0.0,115.44
P0106,Rabbit,5.0,6.0,Hip dysplasia,Physiotherapy,2023-08-22,123.96,2023,8,3-5,False,None,0.0,0.0,123.96
P0107,Cat,17.0,8.757220216606498,Tumor,Physiotherapy,2023-12-06,211.85,2023,12,16-20,False,None,0.0,0.0,211.85
P0108,Dog,12.0,24.2,Obesity,Unknown,2023-11-21,128.39,2023,11,11-15,True,Lifetime,0.8163005751325555,104.8,23.59
P0109,Rabbit,12.0,8.757220216606498,Diabetes,Vaccination,2023-11-10,404.02,2023,11,11-15,False,None,0.0,0.0,404.02
P0110,Cat,11.0,8.757220216606498,Allergy,Check-up,2023-01-02,435.5,2023,1,11-15,False,None,0.0,0.0,435.5
P0111,Cat,6.0,8.757220216606498,Hip dysplasia,Surgery,2023-08-14,136.67,2023,8,6-10,False,None,0.0,0.0,136.67
P0112,Cat,19.0,14.2,Unknown,Diet consultation,2023-08-13,315.63,2023,8,16-20,True,Maximum benefit,0.7634382041120447,240.96,74.67
P0113,Cat,16.0,4.5,Dental disease,Medication,2023-02-25,73.38,2023,2,16-20,True,Time-limited,0.6255083881165948,45.9,27.48
P0114,Bird,11.0,2.0,Allergy,Check-up,2023-12-17,218.24476550680782,2023,12,11-15,False,None,0.0,0.0,218.24
P0115,Bird,9.486666666666666,2.0,Arthritis,Unknown,2023-04-28,289.86,2023,4,6-10,False,None,0.0,0.0,289.86
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-07-20,229.21149981939686,2023,8,0-2,True,Lifetime,0.8248440315359352,189.06,40.15
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-11-16,268.4255011647603,2023,8,0-2,True,Accident-only,0.5604549810068159,150.44,117.99
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-01-03,233.80840874112735,2023,8,0-2,True,Time-limited,0.6329189322641933,147.98,85.83
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-03-26,265.78483792210614,2023,8,0-2,True,Lifetime,0.8627657904366,229.31,36.47
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-11-01,250.4232995268905,2023,8,0-2,False,None,0.0,0.0,250.42
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-08-22,232.58,2023,8,0-2,True,Maximum benefit,0.8124331695528496,188.96,43.62
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-07-17,210.6000725716448,2023,8,0-2,False,None,0.0,0.0,210.6
P0116,Dog,2.0,11.2,Hip dysplasia,Check-up,2023-11-06,199.3592106568361,2023,8,0-2,True,Lifetime,0.8835513175402758,176.14,23.22
P0117,Rabbit,16.0,0.5,Hip dysplasia,Unknown,2023-07-27,479.0,2023,7,16-20,False,None,0.0,0.0,479.0
P0118,Bird,9.486666666666666,0.8,Dental disease,Physiotherapy,2023-08-09,255.04,2023,8,6-10,False,None,0.0,0.0,255.04
P0119,Cat,15.0,5.7,Unknown,Dental cleaning,2023-09-16,183.36,2023,9,11-15,False,None,0.0,0.0,183.36
P0120,Cat,7.0,11.8,Obesity,Physiotherapy,2023-04-14,296.66451789614314,2023,2,6-10,False,None,0.0,0.0,296.66
P0120,Cat,7.0,11.8,Obesity,Physiotherapy,2023-11-15,261.4333610043221,2023,2,6-10,False,None,0.0,0.0,261.43
P0120,Cat,7.0,11.8,Obesity,Physiotherapy,2023-02-13,259.6796985570856,2023,2,6-10,False,None,0.0,0.0,259.68
P0120,Cat,7.0,11.8,Obesity,Physiotherapy,2023-12-31,285.84968049504585,2023,2,6-10,False,None,0.0,0.0,285.85
P0120,Cat,7.0,11.8,Obesity,Physiotherapy,2023-02-23,269.41,2023,2,6-10,False,None,0.0,0.0,269.41
P0121,Rabbit,17.0,8.757220216606498,Allergy,Dental cleaning,2023-06-11,80.26,2023,6,16-20,False,None,0.0,0.0,80.26
P0122,Dog,9.486666666666666,4.3,Dental disease,Check-up,2023-04-13,459.16,2023,4,6-10,True,Time-limited,0.6210821806433885,285.18,173.98
P0123,Cat,12.0,8.757220216606498,Unknown,Vaccination,2023-02-14,1.97,2023,2,11-15,True,Maximum benefit,0.7382806093301094,1.45,0.52
P0124,Bird,17.0,1.1,Ear infection,Unknown,2023-08-14,474.72,2023,8,16-20,True,Accident-only,0.6032228729704571,286.36,188.36
P0125,Dog,0.0,14.1,Allergy,Diet consultation,2023-07-25,429.07,2023,7,,True,Maximum benefit,0.8211509975098726,352.33,76.74
P0126,Dog,10.0,1.3,Gastroenteritis,Diet consultation,2023-08-01,403.08,2023,8,6-10,True,Maximum benefit,0.7916427934470233,319.1,83.98
P0127,Rabbit,16.0,3.1,Obesity,Diet consultation,2023-07-18,385.67,2023,7,16-20,False,None,0.0,0.0,385.67
P0128,Cat,0.0,6.7,Hip dysplasia,Vaccination,2023-05-14,486.73,2023,5,,True,Accident-only,0.6254979112457637,304.45,182.28
P0128,Cat,0.0,6.7,Hip dysplasia,Vaccination,2023-07-04,390.3428469355809,2023,5,,False,None,0.0,0.0,390.34
P0128,Cat,0.0,6.7,Hip dysplasia,Vaccination,2023-10-19,443.816097461806,2023,5,,False,None,0.0,0.0,443.82
P0128,Cat,0.0,6.7,Hip dysplasia,Vaccination,2023-03-28,502.9956183152162,2023,5,,False,None,0.0,0.0,503.0
